,index,cf_to_private_sector,cf_health,cf_family,cf_dept_dissatisfaction,cf_job_dissatisfaction,cf_interpersonal_conflict,cf_other,institute_recognition,institute_job_security,dept_workload,dept_work_life_balance,dept_work_environment,gender,age,service_years,exit_year,college,cf_dept_or_job_dissatisfaction
649,649,False,False,False,False,False,False,False,False,False,True,False,False,Female,21–25,Under 1 Year,2012,TAFE,False
650,650,True,False,False,False,False,False,False,False,False,True,False,True,Male,51-55,7 to 10 Years,2013,TAFE,False
651,651,False,False,True,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE,False
652,652,False,False,False,False,False,False,True,False,False,False,False,False,Male,51-55,3 to 4 Years,2013,TAFE,False
653,653,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2013,TAFE,False
654,654,True,False,False,False,True,True,False,False,False,False,False,False,Male,36–40,1 to 2 Years,2013,TAFE,True
655,655,True,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,Under 1 Year,2013,TAFE,False
656,656,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2013,TAFE,False
657,657,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
658,658,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,Under 1 Year,2013,TAFE,False
659,659,True,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,1 to 2 Years,2013,TAFE,False
660,660,False,False,False,False,False,False,True,False,False,False,False,False,Female,41–45,3 to 4 Years,2013,TAFE,False
661,661,True,False,False,False,True,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE,True
662,662,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2013,TAFE,False
663,663,False,False,False,False,False,False,False,False,False,True,True,False,Female,21–25,1 to 2 Years,2013,TAFE,False
664,664,False,False,False,False,False,False,False,False,False,True,True,True,Female,56+,20 Plus Years,2013,TAFE,False
665,665,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
666,666,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,False
667,667,False,False,False,False,False,False,False,False,False,False,False,True,Female,56+,20 Plus Years,2013,TAFE,False
668,668,False,True,False,False,False,False,False,False,True,False,False,True,Male,56+,20 Plus Years,2013,TAFE,False
669,669,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,3 to 4 Years,2013,TAFE,False
670,670,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
671,671,False,False,False,False,True,False,False,False,False,False,False,False,Female,46–50,Under 1 Year,2013,TAFE,True
672,672,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
673,673,False,False,False,False,False,False,False,False,False,True,False,True,Male,41–45,1 to 2 Years,2013,TAFE,False
674,674,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,Under 1 Year,2013,TAFE,False
675,675,False,False,False,True,True,True,True,False,False,False,False,False,Male,51-55,Under 1 Year,2013,TAFE,True
676,676,False,False,False,False,False,False,False,False,False,False,False,True,Female,41–45,1 to 2 Years,2013,TAFE,False
677,677,False,False,False,False,False,False,True,False,True,False,False,False,Female,36–40,Under 1 Year,2013,TAFE,False
678,678,True,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,3 to 4 Years,2013,TAFE,False
679,679,False,True,False,False,False,False,False,False,False,False,True,True,Female,56+,1 to 2 Years,2013,TAFE,False
680,680,False,False,False,False,False,False,False,False,False,False,False,False,Male,41–45,5 to 6 Years,2013,TAFE,False
681,681,False,False,False,False,False,False,True,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE,False
682,682,False,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,Under 1 Year,2013,TAFE,False
683,683,False,False,False,False,False,False,True,True,True,True,True,True,Female,41–45,Under 1 Year,2013,TAFE,False
684,684,False,False,False,False,False,False,False,False,False,True,False,True,Male,41–45,3 to 4 Years,2013,TAFE,False
685,685,False,False,False,True,True,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2013,TAFE,True
686,686,False,False,False,False,False,False,False,False,False,True,False,False,Female,41–45,5 to 6 Years,2013,TAFE,False
687,687,False,False,False,False,False,False,False,False,False,True,False,False,Female,36–40,3 to 4 Years,2013,TAFE,False
688,688,False,False,False,False,False,False,False,False,False,False,False,False,Female,46–50,5 to 6 Years,2013,TAFE,False
689,689,False,True,False,False,True,False,False,False,False,False,False,False,Male,41–45,Under 1 Year,2013,TAFE,True
690,690,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
691,691,False,True,False,False,False,False,False,True,True,False,True,False,Female,56+,3 to 4 Years,2013,TAFE,False
692,692,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,2013,TAFE,False
693,693,True,False,False,False,False,False,False,False,False,False,False,False,Female,26–30,1 to 2 Years,2013,TAFE,False
694,694,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
695,695,False,False,False,False,False,False,False,False,True,True,True,True,Female,56+,Under 1 Year,2013,TAFE,False
696,696,True,False,False,False,False,False,False,False,False,False,False,False,Male,21–25,5 to 6 Years,2013,TAFE,False
697,697,False,False,False,False,False,False,False,False,False,False,False,False,Male,51-55,1 to 2 Years,2013,TAFE,False
698,698,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,2013,TAFE,False
699,699,False,False,False,False,False,False,True,False,False,False,True,True,Female,51-55,5 to 6 Years,2013,TAFE,False
700,700,False,False,False,False,False,False,False,False,True,False,False,False,Female,41–45,1 to 2 Years,2013,TAFE,False
701,701,False,False,False,False,False,False,False,True,True,True,True,True,Female,26–30,3 to 4 Years,2013,TAFE,False
702,702,False,False,False,False,True,False,True,True,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE,True
703,703,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,,2012,DETE,False
704,704,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,1 to 2 Years,2012,DETE,False
705,705,True,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,5 to 6 Years,2012,DETE,False
706,706,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,False
707,707,True,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,11 to 20 Years,2012,DETE,False
708,708,False,False,False,True,True,False,False,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,True
709,709,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
710,710,True,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,3 to 4 Years,2012,DETE,False
711,711,False,False,False,True,True,True,False,False,False,False,False,False,Female,46-50,3 to 4 Years,2012,DETE,True
712,712,False,False,False,False,True,False,False,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,True
713,713,False,False,True,False,False,False,False,False,False,False,False,False,Male,31-35,3 to 4 Years,2012,DETE,False
714,714,False,False,True,False,False,False,False,False,False,False,False,False,Female,36-40,11 to 20 Years,2012,DETE,False
715,715,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
716,716,False,False,False,True,True,False,False,False,False,False,False,False,Male,31-35,1 to 2 Years,2012,DETE,True
717,717,False,True,False,False,False,False,False,False,False,False,False,False,Male,56+,7 to 10 Years,2012,DETE,False
718,718,False,False,False,False,False,False,False,True,False,False,False,False,Male,56+,,2012,DETE,False
719,719,False,False,True,False,False,False,False,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
720,720,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,5 to 6 Years,2012,DETE,False
721,721,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,False
722,722,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,False
723,723,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,3 to 4 Years,2012,DETE,False
724,724,False,False,False,True,False,False,False,True,False,False,True,False,Female,46-50,11 to 20 Years,2012,DETE,True
725,725,False,False,True,False,True,False,False,False,False,False,True,False,Female,56+,Under 1 Year,2012,DETE,True
726,726,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
727,727,False,False,False,False,False,False,False,False,False,False,True,False,Female,41-45,7 to 10 Years,2012,DETE,False
728,728,False,False,False,False,False,False,False,False,False,True,True,False,Male,56+,20 Plus Years,2012,DETE,False
729,729,False,False,False,False,False,False,False,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,False
730,730,False,False,False,False,False,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
731,731,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,7 to 10 Years,2012,DETE,False
732,732,False,True,False,True,True,False,False,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,True
733,733,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,20 Plus Years,2012,DETE,False
734,734,False,True,False,False,False,True,False,False,False,False,True,False,Male,56+,11 to 20 Years,2012,DETE,False
735,735,False,False,False,False,False,True,False,True,False,False,False,False,Male,36-40,7 to 10 Years,2012,DETE,False
736,736,False,False,False,False,False,False,False,False,False,False,True,False,Male,56+,3 to 4 Years,2012,DETE,False
737,737,False,True,False,True,False,False,False,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE,True
738,738,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,11 to 20 Years,2012,DETE,False
739,739,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,1 to 2 Years,2012,DETE,False
740,740,False,False,False,False,False,False,True,False,False,False,False,False,Female,51-55,11 to 20 Years,2012,DETE,False
741,741,False,False,False,False,True,False,False,True,False,False,True,False,Female,21-25,,2012,DETE,True
742,742,False,False,False,False,False,False,False,False,False,False,False,False,Male,56+,20 Plus Years,2012,DETE,False
743,743,False,False,False,False,False,True,False,False,False,False,True,False,Female,51-55,11 to 20 Years,2012,DETE,False
744,744,False,False,False,False,False,False,True,False,False,False,False,False,Female,41-45,1 to 2 Years,2012,DETE,False
745,745,False,False,False,False,True,False,False,False,False,True,True,False,Male,51-55,20 Plus Years,2012,DETE,True
746,746,True,False,False,True,False,False,False,False,False,True,False,False,Female,51-55,20 Plus Years,2012,DETE,True
747,747,False,True,False,False,False,False,False,False,False,True,True,False,Female,46-50,11 to 20 Years,2012,DETE,False
748,748,False,False,False,False,False,False,True,False,False,False,False,False,Male,56+,3 to 4 Years,2012,DETE,False
749,749,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,11 to 20 Years,2012,DETE,False
750,750,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE,False
751,751,False,False,False,False,False,False,False,False,False,False,True,False,Female,56+,5 to 6 Years,2012,DETE,False
752,752,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,1 to 2 Years,2012,DETE,False
753,753,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,11 to 20 Years,2012,DETE,False
754,754,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
755,755,False,True,False,False,False,False,False,False,False,False,False,False,Female,56+,,2012,DETE,False
756,756,False,True,False,False,True,False,False,True,False,False,False,False,Female,56+,3 to 4 Years,2012,DETE,True
757,757,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,3 to 4 Years,2012,DETE,False
758,758,False,False,False,False,True,False,False,False,False,False,True,False,Female,56+,20 Plus Years,2012,DETE,True
759,759,True,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,Under 1 Year,2012,DETE,False
760,760,False,True,False,False,True,False,False,False,False,True,False,False,Female,51-55,Under 1 Year,2012,DETE,True
761,761,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,,2012,DETE,False
762,762,False,False,False,False,False,False,False,False,False,False,True,False,Male,46-50,20 Plus Years,2012,DETE,False
763,763,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,1 to 2 Years,2012,DETE,False
764,764,False,False,False,False,False,False,True,False,False,False,False,False,Female,56+,20 Plus Years,2012,DETE,False
